epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.38997,2.8083,4.28335,2.03285,0.00169,0.04762,0.00038,0.00011,2.55713,4.4882,2.13974,6.25e-05,6.25e-05,6.25e-05
2,2.71111,2.28833,3.9534,1.78872,0.0142,0.41795,0.18605,0.06559,1.92902,3.94779,1.57356,0.000136593,0.000136593,0.000136593
3,3.03986,1.57374,2.90934,1.38158,0.0246,0.58719,0.28732,0.13287,1.45379,3.61646,1.31178,0.000209695,0.000209695,0.000209695
4,3.47558,1.50067,2.26982,1.29347,0.03323,0.69208,0.32912,0.15308,1.51956,3.41245,1.33957,0.000281807,0.000281807,0.000281807
5,3.78881,1.43752,2.17819,1.25153,0.03856,0.71396,0.37706,0.21147,1.27439,3.20009,1.18556,0.00035293,0.00035293,0.00035293
6,4.10501,1.38845,1.93257,1.22662,0.82848,0.21429,0.51296,0.27595,1.31165,3.03407,1.19188,0.000423062,0.000423062,0.000423062
7,4.41675,1.30027,1.84113,1.1931,0.88796,0.21429,0.54769,0.2844,1.22977,2.81788,1.15509,0.000492205,0.000492205,0.000492205
8,4.7326,1.26638,1.73918,1.15328,0.59091,0.30862,0.56526,0.32554,1.24386,2.53625,1.15664,0.000560357,0.000560357,0.000560357
9,5.04198,1.2795,1.73951,1.16236,0.45218,0.42844,0.49562,0.31003,1.17892,2.4616,1.14286,0.00062752,0.00062752,0.00062752
10,5.34344,1.1979,1.63804,1.13161,0.50915,0.45054,0.56387,0.35946,1.18792,2.36457,1.13459,0.000693692,0.000693692,0.000693692
11,5.64718,1.16564,1.61656,1.1071,0.64965,0.53089,0.61941,0.39546,1.13165,2.26807,1.13658,0.000758875,0.000758875,0.000758875
12,5.94484,1.09445,1.55997,1.09593,0.59339,0.52413,0.61884,0.40108,1.17759,2.2854,1.14641,0.000823068,0.000823068,0.000823068
13,6.24477,1.11182,1.56246,1.11853,0.55586,0.64277,0.61576,0.39046,1.0746,2.09675,1.12311,0.00088627,0.00088627,0.00088627
14,6.54332,1.16999,1.5476,1.10788,0.55907,0.63932,0.58526,0.37846,1.12714,1.99921,1.10183,0.000948483,0.000948483,0.000948483
15,6.83239,1.11272,1.51163,1.0783,0.55766,0.55328,0.5697,0.36864,1.14159,2.02391,1.12256,0.0010097,0.0010097,0.0010097
16,7.13112,1.11425,1.45545,1.0946,0.46128,0.66152,0.58263,0.41481,1.02506,1.93237,1.07467,0.00106994,0.00106994,0.00106994
17,7.43025,1.0773,1.40678,1.06196,0.45437,0.66722,0.58697,0.4149,1.02382,1.91078,1.098,0.001118,0.001118,0.001118
18,7.73396,1.05092,1.41317,1.07458,0.63016,0.64736,0.66026,0.48667,1.04463,1.71504,1.12422,0.00110975,0.00110975,0.00110975
19,8.0289,1.11323,1.4282,1.07634,0.66497,0.61706,0.67031,0.48532,1.02205,1.70406,1.12866,0.0011015,0.0011015,0.0011015
20,8.32719,1.09125,1.48891,1.08338,0.67396,0.62033,0.69961,0.491,1.09106,1.74022,1.14947,0.00109325,0.00109325,0.00109325
21,8.62574,1.10625,1.3584,1.06196,0.57591,0.6982,0.66631,0.44767,1.08319,1.83795,1.15319,0.001085,0.001085,0.001085
22,8.92821,1.10784,1.36956,1.07617,0.63657,0.63108,0.64457,0.44188,1.06792,1.73149,1.1417,0.00107675,0.00107675,0.00107675
23,9.22071,1.05783,1.314,1.04545,0.601,0.6509,0.67927,0.45194,1.05394,1.69475,1.11972,0.0010685,0.0010685,0.0010685
24,9.62424,1.00733,1.35347,1.04733,0.56567,0.73685,0.64274,0.45516,0.97709,1.56372,1.10048,0.00106025,0.00106025,0.00106025
25,9.91678,0.99347,1.29469,1.03183,0.60467,0.64731,0.63757,0.45622,0.98266,1.56681,1.09681,0.001052,0.001052,0.001052
26,10.2215,0.98516,1.26862,1.02512,0.64464,0.66257,0.70507,0.51308,1.01626,1.49921,1.06411,0.00104375,0.00104375,0.00104375
27,10.5203,0.9841,1.24797,1.03295,0.59813,0.72451,0.71418,0.50698,1.00068,1.50781,1.07835,0.0010355,0.0010355,0.0010355
28,10.8265,1.037,1.23732,1.01781,0.66334,0.73646,0.70293,0.49137,1.01002,1.56013,1.09634,0.00102725,0.00102725,0.00102725
29,11.1185,0.99,1.22022,1.01894,0.66452,0.69314,0.69638,0.49786,0.97918,1.55717,1.10581,0.001019,0.001019,0.001019
