epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.25855,2.85885,4.24757,2.03963,0.00041,0.0119,2e-05,0,2.62354,4.39366,2.09269,6.25e-05,6.25e-05,6.25e-05
2,2.53902,2.40495,3.98993,1.81615,0.01295,0.36712,0.10666,0.03938,2.12537,3.9613,1.6429,0.000136593,0.000136593,0.000136593
3,2.81644,1.69296,3.05778,1.40006,0.02197,0.52638,0.20522,0.08997,1.54778,3.64061,1.29475,0.000209695,0.000209695,0.000209695
4,3.19894,1.58385,2.38243,1.29281,0.02814,0.58366,0.27704,0.12769,1.56857,3.39744,1.29651,0.000281807,0.000281807,0.000281807
5,3.46881,1.57018,2.22106,1.27082,0.03492,0.67342,0.33432,0.17133,1.48582,3.19772,1.24208,0.00035293,0.00035293,0.00035293
6,3.72935,1.51104,1.9884,1.26068,0.90596,0.21429,0.41967,0.23567,1.31678,2.98457,1.15917,0.000423062,0.000423062,0.000423062
7,3.98834,1.36402,1.8308,1.21843,0.82478,0.2381,0.51301,0.28437,1.23515,2.67153,1.16744,0.000492205,0.000492205,0.000492205
8,4.25042,1.31245,1.6741,1.1621,0.555,0.41377,0.48863,0.30043,1.20636,2.3449,1.15764,0.000560357,0.000560357,0.000560357
9,4.51016,1.35179,1.72317,1.19411,0.48399,0.51457,0.51669,0.31967,1.17748,2.20854,1.14852,0.00062752,0.00062752,0.00062752
10,4.77054,1.29143,1.61611,1.1544,0.53786,0.4823,0.5802,0.34699,1.20075,2.1725,1.1589,0.000693692,0.000693692,0.000693692
11,5.01957,1.23039,1.5565,1.11256,0.56875,0.52539,0.62511,0.38403,1.18451,2.13412,1.12034,0.000758875,0.000758875,0.000758875
12,5.27183,1.16991,1.50819,1.10564,0.59525,0.58629,0.62889,0.39286,1.19155,2.07336,1.119,0.000823068,0.000823068,0.000823068
