epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,31.1858,0.74422,0.64416,0.89804,0.80274,0.80254,0.82007,0.61444,0.85124,0.96505,1.00242,0.0003755,0.0003755,0.0003755
108,31.4512,0.73531,0.65396,0.90122,0.82378,0.75584,0.82575,0.62011,0.81316,0.96766,0.99448,0.00036725,0.00036725,0.00036725
109,31.7035,0.70567,0.65042,0.90218,0.85001,0.7634,0.81677,0.61577,0.80778,0.98593,0.99648,0.000359,0.000359,0.000359
110,31.9696,0.71214,0.63748,0.89561,0.81824,0.82014,0.81199,0.62279,0.80302,1.0018,1.01236,0.00035075,0.00035075,0.00035075
111,32.2233,0.69721,0.65187,0.89978,0.81225,0.79376,0.78353,0.61141,0.83469,0.99021,1.01993,0.0003425,0.0003425,0.0003425
112,32.4868,0.71093,0.63761,0.89141,0.79865,0.82081,0.81692,0.63578,0.80915,0.98739,1.02355,0.00033425,0.00033425,0.00033425
113,32.7403,0.67648,0.61933,0.88482,0.81086,0.79151,0.82314,0.63603,0.80129,0.98203,1.02069,0.000326,0.000326,0.000326
114,33.0007,0.69207,0.63273,0.89363,0.79591,0.83243,0.83185,0.62949,0.81046,0.9798,1.02341,0.00031775,0.00031775,0.00031775
115,33.2559,0.70678,0.61615,0.89856,0.79829,0.84327,0.83577,0.64108,0.80875,0.97491,1.02463,0.0003095,0.0003095,0.0003095
116,33.524,0.68903,0.61966,0.89908,0.79644,0.82529,0.8179,0.624,0.87363,0.97875,1.03723,0.00030125,0.00030125,0.00030125
117,33.7841,0.68196,0.6176,0.88314,0.80249,0.83205,0.81408,0.63494,0.85522,0.97653,1.03277,0.000293,0.000293,0.000293
118,34.0504,0.66434,0.61118,0.89866,0.84542,0.79311,0.85042,0.66137,0.80996,0.922,1.00535,0.00028475,0.00028475,0.00028475
119,34.3087,0.72305,0.61713,0.87208,0.75471,0.88809,0.84374,0.64503,0.82496,0.93454,1.00051,0.0002765,0.0002765,0.0002765
120,34.5757,0.65593,0.59225,0.88643,0.83277,0.76094,0.83624,0.64938,0.80824,0.92818,1.00176,0.00026825,0.00026825,0.00026825
121,34.8328,0.66152,0.62098,0.89216,0.83083,0.75189,0.82874,0.65354,0.80278,0.91722,1.00391,0.00026,0.00026,0.00026
122,35.1016,0.72405,0.62043,0.90064,0.76066,0.81941,0.80498,0.63514,0.83442,0.92958,1.00342,0.00025175,0.00025175,0.00025175
123,35.3623,0.66549,0.63022,0.90095,0.76012,0.81692,0.81012,0.65285,0.79648,0.91087,0.9943,0.0002435,0.0002435,0.0002435
124,35.6295,0.65806,0.60001,0.88616,0.77972,0.83559,0.83505,0.66098,0.74053,0.88535,0.9738,0.00023525,0.00023525,0.00023525
125,35.9785,0.6893,0.60814,0.88203,0.78798,0.84294,0.84595,0.6676,0.74024,0.87679,0.97481,0.000227,0.000227,0.000227
126,36.2499,0.66171,0.59602,0.88565,0.76797,0.87955,0.83994,0.66665,0.74395,0.86973,0.98371,0.00021875,0.00021875,0.00021875
127,36.5041,0.64403,0.59405,0.8881,0.76088,0.861,0.82152,0.65429,0.78092,0.89232,0.9934,0.0002105,0.0002105,0.0002105
128,36.7682,0.68268,0.60657,0.89562,0.75168,0.84749,0.81971,0.63972,0.82218,0.90248,1.00969,0.00020225,0.00020225,0.00020225
129,37.0273,0.642,0.57642,0.87401,0.73551,0.87286,0.81818,0.64233,0.80181,0.90328,1.01007,0.000194,0.000194,0.000194
130,37.2973,0.66219,0.5955,0.89158,0.79757,0.85671,0.83326,0.65352,0.77081,0.91434,1.00451,0.00018575,0.00018575,0.00018575
131,37.5573,0.65897,0.57359,0.87876,0.79191,0.84365,0.82315,0.6471,0.76787,0.92767,1.00026,0.0001775,0.0001775,0.0001775
132,37.8236,0.65968,0.58588,0.87918,0.79085,0.84395,0.80898,0.6386,0.77494,0.93459,0.99696,0.00016925,0.00016925,0.00016925
133,38.0774,0.58598,0.55908,0.87415,0.79133,0.83987,0.80773,0.6329,0.78284,0.93684,0.99304,0.000161,0.000161,0.000161
134,38.3463,0.65153,0.5885,0.88623,0.82645,0.83719,0.82295,0.64685,0.7691,0.92083,0.98324,0.00015275,0.00015275,0.00015275
135,38.6047,0.62873,0.58402,0.88009,0.82934,0.84395,0.82974,0.6551,0.75852,0.91099,0.9833,0.0001445,0.0001445,0.0001445
136,38.8718,0.63772,0.58979,0.8843,0.81358,0.8612,0.84371,0.66553,0.74998,0.88705,0.98019,0.00013625,0.00013625,0.00013625
137,39.1289,0.66027,0.59447,0.89593,0.81446,0.86787,0.8535,0.67465,0.75058,0.88239,0.98391,0.000128,0.000128,0.000128
138,39.4019,0.63863,0.5765,0.88024,0.81076,0.85277,0.83597,0.68235,0.75868,0.88454,0.99451,0.00011975,0.00011975,0.00011975
139,39.6637,0.61537,0.56195,0.88164,0.80338,0.85297,0.83284,0.67706,0.76474,0.88919,0.99534,0.0001115,0.0001115,0.0001115
140,39.9276,0.6107,0.56334,0.87084,0.81516,0.83044,0.83765,0.67726,0.7566,0.88589,0.99092,0.00010325,0.00010325,0.00010325
141,40.8607,0.62563,0.61966,0.87448,0.81868,0.84435,0.83773,0.67699,0.75818,0.88929,0.99347,9.5e-05,9.5e-05,9.5e-05
142,41.1661,0.60451,0.58362,0.87674,0.78421,0.85299,0.84241,0.67574,0.74577,0.88819,0.99132,8.675e-05,8.675e-05,8.675e-05
143,41.5293,0.59964,0.57633,0.86142,0.79842,0.85586,0.83866,0.67276,0.7525,0.89166,0.99598,7.85e-05,7.85e-05,7.85e-05
144,41.7884,0.59632,0.5729,0.86973,0.80765,0.85306,0.83857,0.66978,0.75785,0.90363,1.00162,7.025e-05,7.025e-05,7.025e-05
145,42.0352,0.56239,0.55662,0.85966,0.7971,0.85586,0.83915,0.67145,0.76289,0.89766,1.00436,6.2e-05,6.2e-05,6.2e-05
146,42.2927,0.6003,0.57652,0.87347,0.80184,0.85514,0.8339,0.66784,0.77186,0.90078,1.01134,5.375e-05,5.375e-05,5.375e-05
147,42.5393,0.62319,0.59067,0.87818,0.80964,0.85518,0.83666,0.67028,0.77406,0.90215,1.01274,4.55e-05,4.55e-05,4.55e-05
148,42.7933,0.6034,0.58255,0.86869,0.80621,0.85586,0.83716,0.67507,0.77582,0.90262,1.01355,3.725e-05,3.725e-05,3.725e-05
149,43.0385,0.61791,0.5763,0.86632,0.81146,0.85586,0.83853,0.6756,0.77239,0.89999,1.01419,2.9e-05,2.9e-05,2.9e-05
150,43.2923,0.54985,0.53072,0.8461,0.79657,0.85867,0.83883,0.67664,0.77061,0.90007,1.01264,2.075e-05,2.075e-05,2.075e-05
