epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.46423,2.97197,4.73272,2.02371,0,0,0,0,3.40435,5.7154,2.57226,6.25e-05,6.25e-05,6.25e-05
2,1.93117,2.25822,3.37191,1.651,0.22514,0.41055,0.26435,0.13783,1.63649,4.96491,1.351,0.000136593,0.000136593,0.000136593
3,2.49577,1.2649,1.76984,1.17552,0.58843,0.63546,0.59604,0.36866,1.22917,2.91099,1.15026,0.000209695,0.000209695,0.000209695
4,3.02227,1.16125,1.4268,1.06289,0.60486,0.71203,0.70268,0.46632,1.06305,2.75411,1.1104,0.000281807,0.000281807,0.000281807
5,3.66123,1.13148,1.38337,1.06104,0.76646,0.67471,0.72779,0.48487,1.00198,2.21628,1.08948,0.00035293,0.00035293,0.00035293
6,4.19185,1.06231,1.26199,1.04752,0.53814,0.72762,0.68842,0.46488,1.0387,2.15327,1.08534,0.000423062,0.000423062,0.000423062
7,4.69271,1.01226,1.23682,1.03354,0.59847,0.61454,0.65729,0.45647,1.01145,2.4131,1.10002,0.000492205,0.000492205,0.000492205
8,5.19048,1.00155,1.1817,1.01406,0.51548,0.59363,0.57821,0.38251,1.02092,2.69876,1.09396,0.000560357,0.000560357,0.000560357
9,5.68033,1.01497,1.16489,1.04229,0.57103,0.63426,0.61371,0.40906,1.04927,1.82655,1.08154,0.00062752,0.00062752,0.00062752
10,6.16209,0.94535,1.07375,1.00887,0.57457,0.70457,0.6942,0.46799,1.01468,2.02255,1.07852,0.000693692,0.000693692,0.000693692
11,6.64394,0.93062,1.02511,0.98555,0.66269,0.58252,0.66021,0.43681,1.05289,1.78361,1.10887,0.000758875,0.000758875,0.000758875
12,7.12393,0.927,1.05067,1.01362,0.58031,0.71986,0.6204,0.42824,1.00824,2.17126,1.09856,0.000823068,0.000823068,0.000823068
13,7.60474,0.89454,0.97682,1.01634,0.57337,0.72531,0.65628,0.44937,0.99172,2.22447,1.05277,0.00088627,0.00088627,0.00088627
14,8.08218,0.99069,0.94335,1.01498,0.55419,0.60825,0.62424,0.39737,1.11604,1.74532,1.12217,0.000948483,0.000948483,0.000948483
